#obswave  flux    err
4698.9411 8.82208 0.702930
4700.0232 7.45354 0.694781
4701.1055 10.0251 0.728908
4702.1881 10.5141 0.729061
4703.2710 8.11324 0.713333
4704.3541 8.64073 0.717538
4705.4374 10.3152 0.706838
4706.5210 9.31421 0.705653
4707.6048 9.04419 0.695933
4708.6889 9.60329 0.704601
4709.7733 8.79283 0.718490
4710.8579 8.68263 0.698137
4711.9427 9.17301 0.709195
4713.0278 9.05748 0.706858
4714.1131 9.54211 0.735105
4715.1987 11.2422 0.749761
4716.2846 11.2939 0.733029
4717.3706 10.1199 0.710104
4718.4570 9.51757 0.698976
4719.5436 9.94200 0.714689
4720.6304 9.54042 0.720488
4721.7175 8.40020 0.696046
4722.8048 9.28567 0.686120
4723.8924 9.29963 0.689085
4724.9803 9.45182 0.694424
4726.0684 10.9732 0.719103
4727.1567 10.0061 0.714915
4728.2453 9.53711 0.700401
4729.3341 9.17274 0.699184
4730.4232 9.62527 0.708241
4731.5126 10.3541 0.705468
4732.6022 9.65146 0.698858
4733.6920 7.61909 0.687448
4734.7821 9.70463 0.698553
4735.8725 9.06782 0.695801
4736.9631 7.94039 0.687821
4738.0539 8.15306 0.700599
4739.1450 9.04618 0.725971
4740.2364 10.0231 0.725726
4741.3280 10.1302 0.708694
4742.4199 10.3670 0.708582
4743.5120 10.3726 0.707484
4744.6043 9.53904 0.702039
4745.6969 8.57981 0.695350
4746.7898 9.20381 0.685263
4747.8829 9.19511 0.689649
4748.9763 10.0833 0.704056
4750.0699 9.41231 0.683934
4751.1638 9.00058 0.689241
4752.2579 9.82135 0.709995
4753.3523 7.45257 0.678718
4754.4469 9.89170 0.710569
4755.5418 9.78288 0.706137
4756.6369 8.82071 0.689765
4757.7323 9.66292 0.679830
4758.8279 10.7621 0.690118
4759.9238 8.44639 0.676026
4761.0199 7.92590 0.663473
4762.1163 9.44508 0.681416
4763.2130 9.66849 0.679846
4764.3099 8.24877 0.674200
4765.4070 7.33344 0.674411
4766.5044 8.02968 0.702338
4767.6021 9.25519 0.721267
4768.7000 9.56483 0.731016
4769.7981 9.33367 0.722833
4770.8966 8.76138 0.716619
4771.9952 8.59276 0.730203
4773.0941 10.0056 0.732543
4774.1933 8.74616 0.705053
4775.2927 8.46927 0.685017
4776.3924 9.48742 0.686953
4777.4923 10.5064 0.685864
4778.5925 10.2561 0.695308
4779.6930 8.67881 0.680551
4780.7937 8.59125 0.675432
4781.8946 7.83217 0.657035
4782.9958 9.51965 0.674634
4784.0973 10.2855 0.691693
4785.1990 7.78397 0.667226
4786.3009 9.23848 0.712767
4787.4031 8.31682 0.709731
4788.5056 8.60015 0.721038
4789.6083 8.91814 0.674011
4790.7113 8.99554 0.682498
4791.8145 9.57419 0.675474
4792.9180 9.69057 0.680471
4794.0217 9.32177 0.681051
4795.1257 9.15056 0.682004
4796.2300 8.93903 0.677828
4797.3345 8.61455 0.672294
4798.4392 8.25279 0.658161
4799.5442 7.98725 0.672591
4800.6495 9.24244 0.689762
4801.7550 8.88342 0.686078
4802.8608 9.59680 0.693042
4803.9668 10.2422 0.693988
4805.0731 8.83064 0.674507
4806.1796 8.83010 0.677764
4807.2864 9.78300 0.701700
4808.3935 9.94442 0.700312
4809.5008 9.12877 0.673322
4810.6083 8.70214 0.680677
4811.7162 9.60377 0.698320
4812.8242 10.3501 0.718445
4813.9325 9.04741 0.698952
4815.0411 8.29465 0.664173
4816.1499 9.06853 0.680396
4817.2590 9.69784 0.686401
4818.3684 9.44053 0.698795
4819.4780 10.2929 0.722245
4820.5878 8.23112 0.694259
4821.6979 8.31245 0.686151
4822.8083 9.59847 0.692341
4823.9189 9.70687 0.709502
4825.0298 8.72136 0.711271
4826.1409 9.03821 0.708273
4827.2523 8.53002 0.689070
4828.3640 8.23357 0.685607
4829.4759 9.38585 0.707273
4830.5880 10.8885 0.725144
4831.7004 10.9340 0.727312
4832.8131 9.79024 0.729931
4833.9260 8.72606 0.733029
4835.0392 9.35781 0.725981
4836.1526 9.78189 0.705268
4837.2663 9.50003 0.708564
4838.3803 8.95879 0.725396
4839.4945 8.09418 0.728608
4840.6090 10.5738 0.747141
4841.7237 7.17853 0.718225
4842.8387 7.71621 0.708307
4843.9539 11.0702 0.748985
4845.0694 10.1548 0.748125
4846.1851 9.97090 0.741822
4847.3011 9.87081 0.723912
4848.4174 8.66551 0.711808
4849.5339 8.16946 0.703227
4850.6507 9.18240 0.705323
4851.7677 9.85737 0.729463
4852.8850 8.11357 0.712124
4854.0025 9.13002 0.731717
4855.1204 8.83394 0.739078
4856.2384 8.73654 0.754875
4857.3567 8.81747 0.745594
4858.4753 8.30108 0.726646
4859.5941 9.19825 0.717002
4860.7132 9.03801 0.713896
4861.8326 8.27061 0.704367
4862.9522 8.40240 0.724615
4864.0721 9.08555 0.702642
4865.1922 9.02766 0.695287
4866.3126 8.46955 0.685801
4867.4332 8.97970 0.698013
4868.5541 8.67534 0.712498
4869.6753 8.15131 0.720114
4870.7967 8.29399 0.730653
4871.9183 9.20472 0.744142
4873.0403 10.2011 0.748228
4874.1625 9.90412 0.749886
4875.2849 8.79959 0.724918
4876.4076 8.94860 0.717509
4877.5306 10.3241 0.720862
4878.6538 10.9138 0.734387
4879.7773 9.69069 0.719838
4880.9010 10.0783 0.716596
4882.0250 10.1906 0.727012
4883.1493 8.58318 0.704582
4884.2738 7.67255 0.674209
4885.3986 9.11016 0.696951
4886.5236 9.11401 0.709380
4887.6489 8.65770 0.716337
4888.7744 9.20735 0.738419
4889.9003 8.46954 0.721919
4891.0263 8.25465 0.674795
4892.1527 10.2678 0.703591
4893.2792 9.63693 0.702593
4894.4061 7.96962 0.701236
4895.5332 8.58929 0.696621
4896.6606 10.3490 0.705579
4897.7882 10.8585 0.708863
4898.9161 9.98408 0.696567
4900.0442 10.3911 0.690233
4901.1726 9.87584 0.688889
4902.3013 8.86411 0.671416
4903.4302 9.31779 0.690422
4904.5594 10.0207 0.704451
4905.6889 9.40488 0.700099
4906.8186 9.35126 0.684461
4907.9485 7.49875 0.657555
4909.0788 8.39978 0.667513
4910.2092 9.19060 0.669445
4911.3400 8.63547 0.650238
4912.4710 8.41269 0.656214
4913.6023 9.03471 0.666684
4914.7338 9.59564 0.685449
4915.8656 9.48625 0.708506
4916.9976 8.66955 0.709850
4918.1300 8.53946 0.703817
4919.2625 9.30284 0.687328
4920.3954 8.49944 0.662420
4921.5285 9.76563 0.660028
4922.6618 9.64545 0.667311
4923.7954 8.33635 0.659484
4924.9293 8.11562 0.640314
4926.0634 8.67345 0.653030
4927.1978 6.69721 0.659583
4928.3325 9.59501 0.695722
4929.4674 8.60252 0.703269
4930.6026 8.01529 0.659578
4931.7380 8.60211 0.649225
4932.8737 7.81626 0.641375
4934.0097 8.61194 0.644293
4935.1459 9.42982 0.653176
4936.2824 9.89591 0.665809
4937.4192 9.84101 0.666889
4938.5562 9.71906 0.676423
4939.6935 9.87201 0.682564
4940.8310 9.62341 0.680877
4941.9688 9.10554 0.676589
4943.1069 9.27701 0.676041
4944.2452 9.60855 0.693811
4945.3838 9.44883 0.659600
4946.5226 8.85706 0.648632
4947.6617 8.55275 0.644526
4948.8011 8.63106 0.658111
4949.9407 8.60367 0.656353
4951.0806 9.42701 0.677372
4952.2208 10.1919 0.679880
4953.3612 9.53776 0.680482
4954.5019 8.95520 0.655633
4955.6429 9.74649 0.652016
4956.7841 8.98820 0.638065
4957.9255 8.91283 0.637165
4959.0673 9.25026 0.629731
4960.2093 8.36359 0.633478
4961.3515 8.29509 0.640125
4962.4941 8.90003 0.642412
4963.6368 9.47263 0.659809
4964.7799 9.54589 0.660962
4965.9232 9.50365 0.666876
4967.0668 9.32353 0.661084
4968.2106 8.31183 0.661248
4969.3547 10.4041 0.799795
4970.4991 8.52426 0.769092
4971.6437 8.27538 0.667979
4972.7886 9.25187 0.656033
4973.9338 7.84271 0.655909
4975.0792 8.65783 0.661158
4976.2249 7.03296 0.639349
4977.3708 7.01425 0.624963
4978.5171 7.04927 0.629680
4979.6635 6.37085 0.638297
4980.8103 6.57970 0.661408
4981.9573 10.4100 0.729556
4983.1046 25.0378 0.894946
4984.2521 42.7901 1.16076
4985.3999 38.6397 1.09737
4986.5480 18.6611 0.847135
4987.6963 7.54184 0.700824
4988.8449 6.87988 0.661472
4989.9937 7.11283 0.768483
4991.1429 6.42140 0.721554
4992.2922 7.21787 0.650043
4993.4419 8.07017 0.683669
4994.5918 7.40181 0.676287
4995.7420 8.88328 0.646393
4996.8924 7.36104 0.618945
4998.0431 8.52985 0.640494
4999.1941 8.57736 0.639686
5000.3453 8.03267 0.645422
5001.4969 9.30407 0.665027
5002.6486 7.96469 0.665881
5003.8007 9.29137 0.677146
5004.9530 8.78664 0.667319
5006.1055 8.37958 0.637577
5007.2584 8.20647 0.616530
5008.4115 7.36329 0.604789
5009.5648 8.56319 0.632124
5010.7184 8.26050 0.635986
5011.8723 8.24457 0.653679
5013.0265 8.33244 0.649036
5014.1809 8.35211 0.637450
5015.3356 8.39317 0.619483
5016.4906 7.74342 0.607872
5017.6458 6.98913 0.627040
5018.8013 8.75347 0.644748
5019.9570 8.91057 0.646565
5021.1131 8.30568 0.627608
5022.2693 9.32050 0.633031
5023.4259 7.76816 0.636873
5024.5827 8.84807 0.674293
5025.7398 8.31953 0.629627
5026.8972 7.52306 0.603806
5028.0548 8.16269 0.617650
5029.2127 9.33212 0.636526
5030.3708 8.87568 0.643255
5031.5292 8.07428 0.639505
5032.6879 9.36709 0.632258
5033.8469 10.4668 0.644231
5035.0061 9.63781 0.628325
5036.1656 7.77481 0.617939
5037.3253 7.28523 0.614973
5038.4853 8.96794 0.623489
5039.6456 8.21202 0.614227
5040.8062 7.84616 0.603056
5041.9670 8.75877 0.609679
5043.1281 8.70344 0.624172
5044.2895 7.72710 0.622681
5045.4511 8.75492 0.636466
5046.6130 8.39298 0.638009
5047.7751 8.57421 0.628213
5048.9376 9.42239 0.630287
5050.1003 8.94031 0.624555
5051.2632 7.86990 0.621436
5052.4264 8.50980 0.625148
5053.5899 8.74778 0.609294
5054.7537 8.85166 0.641028
5055.9177 9.14359 0.665289
5057.0820 9.21038 0.671451
5058.2466 8.85010 0.653200
5059.4115 8.09493 0.637065
5060.5766 7.94872 0.637313
5061.7419 8.39310 0.648069
5062.9076 8.80892 0.653038
5064.0735 8.71196 0.669110
5065.2397 8.41446 0.659966
5066.4061 8.85822 0.642473
5067.5728 9.84485 0.645959
5068.7398 9.73073 0.635751
5069.9071 9.46332 0.640106
5071.0746 9.77362 0.643808
5072.2424 7.86131 0.629450
5073.4105 9.21294 0.640352
5074.5788 8.01886 0.642400
5075.7474 7.35519 0.635136
5076.9163 8.87365 0.643723
5078.0854 9.82918 0.639825
5079.2548 8.59561 0.623250
5080.4245 9.63572 0.622917
5081.5944 9.44845 0.649957
5082.7646 16.1666 0.754550
5083.9351 31.5084 0.990983
5085.1059 39.6511 1.06548
5086.2769 20.5614 0.843130
5087.4482 10.6033 0.683931
5088.6198 7.68967 0.634029
5089.7916 7.36467 0.626400
5090.9637 8.33967 0.633099
5092.1361 9.41283 0.635245
5093.3087 8.35247 0.632609
5094.4816 9.40018 0.635443
5095.6548 9.01651 0.615972
5096.8283 8.35454 0.606908
5098.0020 8.42019 0.611917
5099.1760 8.75107 0.630713
5100.3502 9.21175 0.655934
5101.5248 8.08889 0.635592
5102.6996 8.19741 0.614945
5103.8747 8.65636 0.603909
5105.0500 8.59882 0.616054
5106.2256 8.42216 0.626808
5107.4015 8.25726 0.627361
5108.5777 7.48730 0.611205
5109.7541 8.27381 0.612570
5110.9308 8.37672 0.608671
5112.1078 8.43917 0.602798
5113.2850 9.52932 0.610949
5114.4625 7.82083 0.596014
5115.6403 8.91678 0.596064
5116.8184 8.70997 0.604108
5117.9967 9.26115 0.600511
5119.1753 9.61679 0.615228
5120.3541 7.88803 0.607481
5121.5333 8.69381 0.613866
5122.7127 8.95081 0.616663
5123.8924 9.50265 0.625568
5125.0723 9.33304 0.613683
5126.2526 8.68758 0.598855
5127.4331 8.38951 0.594111
5128.6138 7.54991 0.589806
5129.7949 9.05664 0.628182
5130.9762 11.3548 0.702226
5132.1578 44.4478 1.06757
5133.3396 91.1530 1.81404
5134.5218 93.0340 1.96097
5135.7042 36.0872 1.14398
5136.8869 13.0732 0.689990
5138.0698 8.62127 0.606251
5139.2530 8.38938 0.594965
5140.4365 8.54843 0.597695
5141.6203 8.50493 0.607581
5142.8043 8.50847 0.609240
5143.9886 8.36535 0.611909
5145.1732 9.60865 0.613849
5146.3581 8.70011 0.610290
5147.5432 7.13200 0.599894
5148.7286 8.08539 0.611667
5149.9143 7.63202 0.633293
5151.1002 9.88396 0.642842
5152.2864 9.33415 0.631250
5153.4729 8.33706 0.622309
5154.6597 8.36770 0.637560
5155.8467 8.39584 0.636885
5157.0341 9.25077 0.622362
5158.2217 9.61011 0.627237
5159.4095 9.31914 0.628011
5160.5976 8.72202 0.634219
5161.7861 8.53523 0.622236
5162.9747 8.65519 0.610867
5164.1637 7.74087 0.594669
5165.3529 8.75729 0.596314
5166.5424 8.31583 0.589812
5167.7322 7.26091 0.574871
5168.9223 7.48085 0.602081
5170.1126 8.92243 0.626675
5171.3032 9.21086 0.624660
5172.4941 7.98410 0.601649
5173.6852 8.54078 0.588976
5174.8766 8.26401 0.588945
5176.0683 7.23081 0.583368
5177.2603 7.85033 0.598276
5178.4525 8.33503 0.608106
5179.6451 7.65130 0.603963
5180.8379 8.21999 0.619206
5182.0309 8.81267 0.629101
5183.2243 8.85800 0.609983
5184.4179 8.82410 0.592514
5185.6118 7.91879 0.575554
5186.8059 7.66449 0.587814
5188.0004 8.19571 0.605975
5189.1951 8.50717 0.633950
5190.3901 8.53554 0.624489
5191.5854 8.46865 0.619073
5192.7809 7.52841 0.599108
5193.9767 8.42123 0.602544
5195.1728 9.03517 0.606170
5196.3692 8.67870 0.609395
5197.5658 8.71008 0.668268
5198.7628 9.33613 0.760904
5199.9600 7.55959 0.789573
5201.1574 7.77654 0.736975
5202.3552 8.80649 0.683501
5203.5532 9.59768 0.648068
5204.7515 9.32692 0.621562
5205.9501 8.31112 0.608564
5207.1489 8.76530 0.609602
5208.3481 8.59942 0.605586
5209.5475 9.03458 0.611851
5210.7472 8.29811 0.591698
5211.9471 7.87186 0.606466
5213.1473 9.42707 0.615931
5214.3479 8.23139 0.604755
5215.5486 8.10399 0.592730
5216.7497 7.29063 0.590856
5217.9510 7.65815 0.592163
5219.1527 8.78908 0.611183
5220.3546 8.05776 0.608821
5221.5567 6.60801 0.600127
5222.7592 9.16197 0.619658
5223.9619 8.31829 0.625100
5225.1649 7.81922 0.638124
5226.3682 8.89106 0.610135
5227.5717 8.36947 0.596262
5228.7756 7.74257 0.579292
5229.9797 8.96707 0.606768
5231.1840 9.21597 0.612469
5232.3887 8.07343 0.637307
5233.5937 7.63487 0.602309
5234.7989 8.84482 0.602292
5236.0044 8.60090 0.590310
5237.2101 9.00143 0.604660
5238.4162 8.29701 0.612981
5239.6225 7.87685 0.612149
5240.8291 8.78554 0.629150
5242.0360 9.24881 0.611940
5243.2432 6.82967 0.598763
5244.4506 8.42064 0.600773
5245.6583 8.10332 0.592930
5246.8663 7.73326 0.574290
5248.0746 8.02754 0.595300
5249.2832 7.66613 0.697346
5250.4920 8.91155 0.724803
5251.7011 8.11228 0.592294
5252.9105 8.00329 0.587378
5254.1202 8.51458 0.601146
5255.3301 8.37325 0.711422
5256.5403 7.83739 0.699831
5257.7508 9.00838 0.728004
5258.9616 9.01231 0.628769
5260.1727 8.11236 0.618285
5261.3840 7.85611 0.590067
5262.5956 7.92643 0.672446
5263.8075 7.70211 0.672927
5265.0197 8.95880 0.688106
5266.2321 8.50887 0.679524
5267.4449 8.40287 0.606033
5268.6579 8.43670 0.624632
5269.8712 7.49051 0.620752
5271.0848 6.32938 0.598143
5272.2986 7.93072 0.593136
5273.5127 8.38861 0.584493
5274.7272 8.03829 0.586434
5275.9418 8.67883 0.604685
5277.1568 8.92047 0.614486
5278.3721 7.53386 0.607472
5279.5876 8.53289 0.595026
5280.8034 6.78761 0.570933
5282.0195 6.81167 0.568399
5283.2359 8.64638 0.578485
5284.4525 9.40766 0.596909
5285.6694 8.20465 0.601513
5286.8867 8.56778 0.599973
5288.1041 7.51682 0.592618
5289.3219 8.15379 0.599845
5290.5400 8.58265 0.589899
5291.7583 7.73449 0.578900
5292.9769 7.32447 0.576310
5294.1958 8.23985 0.581570
5295.4150 7.65990 0.581764
5296.6344 7.20593 0.585751
5297.8542 7.13420 0.590604
5299.0742 7.10410 0.585869
5300.2945 7.15749 0.582493
5301.5151 7.61490 0.581171
5302.7359 8.09476 0.589462
5303.9571 8.57141 0.590090
5305.1785 7.90730 0.601147
5306.4002 7.69464 0.592243
5307.6222 9.36402 0.605731
5308.8444 8.67278 0.605131
5310.0670 7.54098 0.592125
5311.2898 8.80481 0.589632
5312.5129 8.73918 0.599728
5313.7363 7.48810 0.592825
5314.9600 8.28169 0.593528
5316.1840 8.75052 0.591840
5317.4082 9.13839 0.592878
5318.6327 8.45697 0.595093
5319.8575 8.20743 0.590660
5321.0826 8.90292 0.595787
5322.3080 9.15390 0.589691
5323.5336 8.02700 0.598662
5324.7595 7.52787 0.622905
5325.9857 9.26670 0.635628
5327.2122 9.50926 0.622299
5328.4390 8.09526 0.591992
5329.6661 7.91722 0.605906
5330.8934 7.65768 0.643532
5332.1210 8.00489 0.640944
5333.3490 7.83316 0.618135
5334.5771 7.80337 0.584471
5335.8056 7.96981 0.593151
5337.0344 7.61263 0.593949
5338.2634 7.21486 0.581479
5339.4927 7.25601 0.585582
5340.7223 7.17468 0.577615
5341.9522 7.31733 0.582944
5343.1824 7.43732 0.595334
5344.4129 7.62421 0.606319
5345.6436 9.51798 0.599110
5346.8746 8.59917 0.581024
5348.1059 6.64327 0.567041
5349.3375 7.63999 0.695446
5350.5694 9.40163 0.729843
5351.8015 8.05949 0.704802
5353.0340 8.45982 0.674665
5354.2667 8.18902 0.592855
5355.4997 9.19824 0.630517
5356.7330 9.10684 0.655431
5357.9666 7.85637 0.624059
5359.2004 7.81063 0.607526
5360.4346 8.09688 0.590313
5361.6690 9.28152 0.598462
5362.9037 8.57679 0.579207
5364.1387 8.22525 0.585447
5365.3740 8.35027 0.581322
5366.6096 7.37349 0.577659
5367.8454 7.99214 0.580210
5369.0815 8.34035 0.585490
5370.3180 8.57296 0.592401
5371.5547 8.59140 0.583536
5372.7917 7.77698 0.601994
5374.0289 7.23324 0.601610
5375.2665 10.1295 0.630912
5376.5043 8.35649 0.589041
5377.7425 7.87000 0.587769
5378.9809 8.05713 0.581407
5380.2196 7.86572 0.587157
5381.4586 8.16274 0.597559
5382.6978 7.94615 0.585380
5383.9374 8.10131 0.578700
5385.1772 8.50751 0.580520
5386.4173 7.21461 0.576349
5387.6578 6.04158 0.581748
5388.8985 7.58582 0.586292
5390.1394 7.72024 0.582515
5391.3807 8.02053 0.596046
5392.6223 8.09284 0.609839
5393.8641 7.96108 0.609055
5395.1062 8.13257 0.589778
5396.3486 8.37264 0.591978
5397.5913 7.20636 0.580665
5398.8343 7.27650 0.569472
5400.0776 8.18376 0.575886
5401.3211 7.90430 0.576563
5402.5650 6.97884 0.561273
5403.8091 7.29280 0.560575
5405.0535 7.62631 0.568831
5406.2982 8.09329 0.565653
5407.5432 7.70498 0.574351
5408.7885 7.58159 0.563344
5410.0341 7.83813 0.577293
5411.2799 7.76854 0.578252
5412.5261 8.29495 0.587361
5413.7725 7.36986 0.578674
5415.0192 8.03787 0.572593
5416.2662 7.92156 0.582750
5417.5135 6.81306 0.577879
5418.7610 7.44740 0.580854
5420.0089 8.75106 0.594069
5421.2571 8.23931 0.592129
5422.5055 7.81716 0.590423
5423.7542 7.98408 0.584390
5425.0032 8.04286 0.572123
5426.2525 7.53837 0.571898
5427.5021 7.41100 0.583422
5428.7520 8.63025 0.594899
5430.0021 8.68398 0.581866
5431.2526 7.71102 0.589208
5432.5033 7.45197 0.575812
5433.7543 8.17009 0.573440
5435.0057 7.11366 0.583405
5436.2573 7.69564 0.587363
5437.5091 9.14008 0.610757
5438.7613 9.22419 0.620468
5440.0138 8.34350 0.610154
5441.2665 8.07202 0.587247
5442.5196 7.16612 0.576004
5443.7729 8.38663 0.581074
5445.0265 8.11318 0.583659
5446.2804 8.43987 0.596836
5447.5346 9.09099 0.595254
5448.7891 7.73637 0.578289
5450.0439 7.81832 0.589047
5451.2990 7.67639 0.586523
5452.5543 8.32942 0.586951
5453.8100 8.39471 0.582547
5455.0659 7.86932 0.591240
5456.3221 8.19994 0.603275
5457.5786 8.29665 0.601565
5458.8354 6.68121 0.610666
5460.0925 8.41825 0.708817
5461.3499 9.37611 0.844346
5462.6075 7.97451 0.859549
5463.8655 7.09230 0.717096
5465.1237 5.94025 0.614594
5466.3823 8.16566 0.612529
5467.6411 8.92262 0.611864
5468.9002 8.61079 0.619368
5470.1596 8.31855 0.611228
5471.4193 7.78983 0.620349
5472.6793 7.90264 0.620861
5473.9396 7.99458 0.612550
5475.2002 7.70294 0.604788
5476.4610 7.80086 0.596171
5477.7222 8.26059 0.599211
5478.9836 8.22869 0.590905
5480.2453 7.88788 0.614357
5481.5073 8.04375 0.603582
5482.7696 7.44023 0.605270
5484.0322 7.37437 0.592892
5485.2951 8.19432 0.616785
5486.5583 8.67863 0.638999
5487.8218 8.60810 0.624018
5489.0856 7.17573 0.583329
5490.3496 7.70876 0.575441
5491.6140 8.33617 0.592827
5492.8786 8.63059 0.600708
5494.1435 9.64880 0.619079
5495.4087 8.43798 0.618305
5496.6742 8.88606 0.606119
5497.9401 8.78620 0.698659
5499.2061 7.84694 0.695062
5500.4725 7.04008 0.586524
5501.7392 6.87365 0.592546
5503.0062 7.01990 0.588924
5504.2734 8.79116 0.604053
5505.5410 9.07393 0.613234
5506.8088 7.81936 0.597469
5508.0770 6.93702 0.610635
5509.3454 7.87595 0.579001
5510.6141 9.26267 0.590686
5511.8831 6.94441 0.568562
5513.1524 7.06475 0.575820
5514.4220 8.34739 0.601801
5515.6919 8.65517 0.608869
5516.9621 8.30349 0.601293
5518.2326 7.29600 0.576897
5519.5033 8.24043 0.590146
5520.7744 8.02473 0.606693
5522.0457 8.18797 0.626479
5523.3174 8.57112 0.614554
5524.5893 7.46280 0.595955
5525.8616 7.87893 0.582564
5527.1341 6.98577 0.574989
5528.4069 8.52127 0.590522
5529.6800 9.49824 0.605607
5530.9534 8.37214 0.612659
5532.2271 7.76818 0.740469
5533.5011 8.47189 0.735489
5534.7754 8.01171 0.595209
5536.0500 7.88714 0.586411
5537.3248 7.93897 0.573682
5538.6000 7.83574 0.578142
5539.8754 7.75808 0.581310
5541.1512 7.33464 0.586455
5542.4272 7.12287 0.586206
5543.7036 7.86266 0.583400
5544.9802 8.27001 0.604888
5546.2571 8.30797 0.617245
5547.5343 8.46158 0.602038
5548.8119 6.73577 0.578273
5550.0897 7.59760 0.662221
5551.3678 8.53418 0.696174
5552.6462 8.33569 0.608653
5553.9249 8.17824 0.601399
5555.2038 8.59301 0.627473
5556.4831 6.86297 0.600895
5557.7627 7.74133 0.592156
5559.0426 8.11478 0.599573
5560.3227 7.71690 0.576954
5561.6032 7.50836 0.578354
5562.8839 7.65287 0.593084
5564.1650 7.74563 0.612397
5565.4463 7.31127 0.621207
5566.7280 7.13608 0.590326
5568.0099 6.60142 0.568847
5569.2921 6.68739 0.589926
5570.5747 8.18181 0.631020
5571.8575 7.42196 0.638662
5573.1406 9.27721 0.616191
5574.4240 6.01828 0.740529
5575.7077 -1.35829 1.30902
5576.9917 12.5631 3.03460
5578.2760 43.7805 4.18503
5579.5606 3.67846 4.11405
5580.8455 1.15937 1.68090
5582.1307 6.39955 0.690725
5583.4162 7.38894 0.600477
5584.7019 7.58502 0.624800
5585.9880 7.11733 0.586111
5587.2744 7.65633 0.581833
5588.5611 9.45368 0.857935
5589.8480 7.29418 0.734974
5591.1353 6.86780 0.610681
5592.4228 8.89896 0.604157
5593.7107 7.85754 0.595010
5594.9988 7.16675 0.598614
5596.2873 7.64918 0.608324
5597.5760 8.00455 0.592006
5598.8651 7.55403 0.581501
5600.1544 7.40103 0.576155
5601.4440 8.33947 0.587884
5602.7339 7.80879 0.596255
5604.0242 8.32656 0.613403
5605.3147 8.67691 0.630115
5606.6055 8.42782 0.743019
5607.8966 7.87991 0.707813
5609.1880 7.50778 0.577577
5610.4798 7.75019 0.577941
5611.7718 7.70922 0.592817
5613.0641 7.10037 0.578151
5614.3567 7.35565 0.584180
5615.6496 7.36403 0.574744
5616.9428 5.92983 0.563023
5618.2363 7.91464 0.581402
5619.5301 7.76689 0.598755
5620.8242 7.94677 0.605617
5622.1186 7.89562 0.601622
5623.4133 7.33813 0.602991
5624.7082 7.20802 0.596955
5626.0035 6.30972 0.579276
5627.2991 6.75926 0.567439
5628.5950 7.00410 0.578632
5629.8912 7.70330 0.582920
5631.1877 8.51348 0.606359
5632.4844 7.94656 0.604944
5633.7815 7.44490 0.595403
5635.0789 7.83692 0.600560
5636.3766 7.46199 0.609784
5637.6745 8.04093 0.614555
5638.9728 8.46118 0.618505
5640.2714 6.88985 0.612291
5641.5702 8.82800 0.614404
5642.8694 6.80527 0.570424
5644.1689 7.51004 0.586090
5645.4686 8.30704 0.587974
5646.7687 7.69105 0.603994
5648.0691 8.69028 0.631914
5649.3697 9.36420 0.620691
5650.6707 8.14917 0.610121
5651.9720 7.92901 0.609296
5653.2735 8.48078 0.616509
5654.5754 8.41383 0.589547
5655.8776 7.99131 0.588241
5657.1800 9.09045 0.604215
5658.4828 6.94266 0.725556
5659.7859 7.24305 0.740855
5661.0892 8.46225 0.632308
5662.3929 8.30533 0.609145
5663.6969 7.64401 0.597421
5665.0011 7.03257 0.582030
5666.3057 6.91170 0.598418
5667.6105 7.11501 0.614820
5668.9157 7.83676 0.619608
5670.2212 8.02925 0.610301
5671.5269 7.11861 0.634207
5672.8330 8.36556 0.659877
5674.1394 8.06291 0.654535
5675.4461 7.45365 0.652902
5676.7530 6.93423 0.636894
5678.0603 6.62003 0.629364
5679.3679 7.14174 0.626691
5680.6757 8.51253 0.646557
5681.9839 8.49223 0.668086
5683.2924 9.10515 0.690404
5684.6012 9.14547 0.726174
5685.9102 8.26338 0.693544
5687.2196 7.82861 0.696404
5688.5293 7.26486 0.712351
5689.8393 9.39842 0.737619
5691.1496 8.46392 0.748609
5692.4602 8.16218 0.728529
5693.7711 9.29069 0.696983
5695.0822 7.83873 0.665992
5696.3937 7.60894 0.661005
5697.7055 8.50333 0.663279
5699.0176 7.80899 0.655877
5700.3300 6.76662 0.633610
5701.6427 6.88656 0.638896
5702.9557 7.62592 0.644687
5704.2690 7.76029 0.644929
5705.5826 7.66836 0.640787
5706.8965 6.73785 0.616332
5708.2108 6.76845 0.611748
5709.5253 7.48794 0.617173
5710.8401 6.60073 0.606772
5712.1552 5.78546 0.606550
5713.4706 8.04220 0.636607
5714.7864 7.92756 0.640247
5716.1024 7.20330 0.614440
5717.4187 7.95201 0.626319
5718.7354 8.30839 0.634657
5720.0523 6.96334 0.634356
5721.3695 8.55941 0.636989
5722.6871 8.44383 0.628245
5724.0049 7.36275 0.624043
5725.3231 7.23705 0.615929
5726.6416 7.54749 0.623924
5727.9603 7.17298 0.620378
5729.2794 6.79240 0.612562
5730.5987 7.42068 0.624828
5731.9184 7.94244 0.640381
5733.2384 8.13923 0.629117
5734.5587 8.28482 0.625391
5735.8792 6.21544 0.608805
5737.2001 6.93891 0.611266
5738.5213 5.81617 0.710944
5739.8428 5.80592 0.702767
5741.1646 7.34896 0.635774
5742.4867 6.75683 0.640819
5743.8091 7.53085 0.643173
5745.1318 7.80851 0.634384
