#obswave  flux    err
5746.4549 7.13281 0.621758
5747.7782 6.52852 0.624634
5749.1018 7.02331 0.652664
5750.4257 8.29818 0.679222
5751.7500 8.19904 0.664624
5753.0745 7.11269 0.646025
5754.3994 7.77026 0.659920
5755.7245 8.17644 0.678854
5757.0500 7.22261 0.690442
5758.3757 7.33993 0.836447
5759.7018 9.87465 0.849642
5761.0282 8.32704 0.699294
5762.3549 7.34826 0.669567
5763.6818 7.42079 0.674038
5765.0091 7.81259 0.675093
5766.3367 8.71532 0.686099
5767.6646 8.51109 0.706799
5768.9928 8.21177 0.736424
5770.3214 8.80935 0.776338
5771.6502 8.44413 0.773513
5772.9793 7.27834 0.727634
5774.3087 7.64480 0.698722
5775.6385 8.15829 0.712001
5776.9685 7.24796 0.692814
5778.2989 7.82840 0.729816
5779.6295 7.43518 0.744610
5780.9605 6.55629 0.725079
5782.2917 8.25725 0.731460
5783.6233 7.45836 0.705116
5784.9552 8.02622 0.712756
5786.2874 6.82133 0.728506
5787.6199 7.43875 0.747535
5788.9527 9.23046 0.787472
5790.2858 7.62521 0.801131
5791.6192 8.81686 0.865251
5792.9529 8.37962 0.846431
5794.2870 7.28018 0.775905
5795.6213 7.19626 0.750733
5796.9559 7.99642 0.753877
5798.2909 8.16801 0.752150
5799.6262 7.37557 0.759669
5800.9617 6.80120 0.753858
5802.2976 7.99492 0.770813
5803.6338 8.61519 0.791800
5804.9703 8.04892 0.954235
5806.3071 8.41864 0.975079
5807.6442 8.83951 0.944262
5808.9816 7.85748 0.768894
5810.3193 8.65087 0.793543
5811.6573 8.38905 0.844313
5812.9957 7.23809 0.856078
5814.3343 8.23232 0.841305
5815.6733 6.42176 0.826285
5817.0125 9.81350 0.848265
5818.3521 7.86812 0.827898
5819.6920 6.70167 0.823560
5821.0322 8.93160 0.850520
5822.3727 7.46968 0.829534
5823.7135 6.53800 0.827518
5825.0546 8.28423 0.840669
5826.3960 7.79987 0.834421
5827.7377 6.80128 0.814585
5829.0798 6.72203 0.825373
5830.4221 6.85075 0.837611
5831.7648 10.1106 0.881720
5833.1078 7.94564 0.871214
5834.4510 6.79500 0.849952
5835.7946 7.49410 0.865734
5837.1385 7.65211 0.878889
5838.4827 7.17902 0.840499
5839.8272 8.71461 0.877369
5841.1721 7.79774 0.877541
5842.5172 7.59258 0.848806
5843.8626 7.90022 0.856166
5845.2084 7.66840 0.866521
5846.5545 7.37103 1.01467
5847.9008 7.25489 1.01366
5849.2475 7.17336 0.864669
5850.5945 8.94909 0.885921
5851.9418 8.36428 0.891852
5853.2894 6.38584 0.862637
5854.6374 8.15458 0.884433
5855.9856 7.10851 0.853405
5857.3341 6.14909 0.866921
5858.6830 7.38521 0.892498
5860.0322 8.94612 0.898654
5861.3816 9.35296 0.934045
5862.7314 8.76211 0.933935
5864.0815 6.72639 0.900426
5865.4319 8.19984 0.933821
5866.7827 7.23444 0.980194
5868.1337 6.97581 1.00826
5869.4850 8.56375 0.986787
5870.8367 7.90791 0.964055
5872.1887 8.19801 0.925010
5873.5409 8.87153 0.939160
5874.8935 8.58690 0.938824
5876.2464 8.47432 0.928793
5877.5996 8.43970 0.916210
5878.9532 6.92503 0.885855
5880.3070 5.87616 0.878899
5881.6611 7.48255 0.901981
5883.0156 7.27079 0.909576
5884.3704 5.71786 0.853054
5885.7255 5.81557 0.858937
5887.0808 7.77101 0.924908
5888.4366 6.82937 1.04676
5889.7926 7.99012 1.35565
5891.1489 9.93847 1.63877
5892.5055 8.49585 1.69425
5893.8625 6.41264 1.18799
5895.2198 9.35534 1.10163
5896.5774 8.89188 1.38760
5897.9352 6.84892 1.29515
5899.2935 7.89122 0.983018
5900.6520 8.00836 0.849792
5902.0108 6.80302 0.844690
5903.3699 8.71172 0.849814
5904.7294 8.24578 0.839930
5906.0892 7.56775 0.833849
5907.4493 8.08144 0.857458
5908.8097 8.33641 0.880789
5910.1704 7.70039 0.823571
5911.5314 7.52144 0.807503
5912.8927 8.04429 0.799831
5914.2544 7.68944 0.839954
5915.6163 7.54431 0.972571
5916.9786 8.09721 1.04934
5918.3412 7.55563 0.832164
5919.7041 5.39766 0.750358
5921.0673 7.87102 0.755981
5922.4309 7.61173 0.762857
5923.7947 6.93791 0.754774
5925.1589 7.07919 0.776017
5926.5234 7.36807 0.788752
5927.8881 7.02239 0.758475
5929.2532 6.43431 0.743426
5930.6187 8.15400 0.755912
5931.9844 7.70061 0.760387
5933.3504 7.11933 0.804883
5934.7168 7.87620 0.821124
5936.0835 7.65421 0.788382
5937.4505 7.30118 0.739980
5938.8178 7.03434 0.722262
5940.1854 7.35048 0.721652
5941.5533 7.72288 0.720864
5942.9216 7.51049 0.725221
5944.2902 6.79252 0.710423
5945.6590 6.40503 0.713266
5947.0282 6.90430 0.722998
5948.3977 6.96105 0.725726
5949.7676 7.37984 0.687215
5951.1377 7.69896 0.695177
5952.5082 6.62853 0.697650
5953.8789 7.42581 0.738479
5955.2500 6.84642 0.731542
5956.6214 7.11410 0.694768
5957.9932 7.37608 0.659986
5959.3652 7.04376 0.654562
5960.7375 7.24398 0.655992
5962.1102 6.82788 0.653295
5963.4832 7.28339 0.657797
5964.8565 7.40056 0.649966
5966.2301 7.33288 0.651782
5967.6040 7.16860 0.652479
5968.9783 6.55742 0.648798
5970.3529 6.88416 0.646624
5971.7277 7.62716 0.647278
5973.1029 7.27166 0.630385
5974.4785 6.62599 0.617997
5975.8543 6.68883 0.621208
5977.2304 7.17158 0.636989
5978.6069 7.38514 0.647612
5979.9837 7.06146 0.635804
5981.3608 7.27785 0.619219
5982.7382 7.24743 0.604654
5984.1160 7.00362 0.600443
5985.4940 7.58387 0.601587
5986.8724 7.21574 0.589221
5988.2511 6.78440 0.580387
5989.6301 7.70845 0.592507
5991.0094 7.79702 0.595556
5992.3890 6.37292 0.591178
5993.7690 6.20760 0.575829
5995.1493 8.05035 0.592843
5996.5299 7.25258 0.576022
5997.9108 7.68298 0.587681
5999.2920 8.00665 0.580480
6000.6735 6.82939 0.577332
6002.0554 6.40087 0.567052
6003.4376 7.49399 0.569490
6004.8201 6.85957 0.571830
6006.2029 6.40552 0.559020
6007.5860 6.80398 0.548332
6008.9695 7.09277 0.541994
6010.3533 6.79107 0.542992
6011.7374 7.78554 0.552226
6013.1218 7.99762 0.552973
6014.5065 7.81913 0.564117
6015.8916 7.05230 0.551862
6017.2769 6.33849 0.533986
6018.6626 6.91223 0.522070
6020.0486 7.19121 0.519717
6021.4350 7.79915 0.516324
6022.8216 8.92149 0.524390
6024.2086 9.58407 0.540145
6025.5959 9.46970 0.539039
6026.9835 8.69802 0.539359
6028.3714 6.00993 0.505997
6029.7596 7.12156 0.503278
6031.1482 6.49509 0.508252
6032.5371 5.89567 0.503170
6033.9263 6.89444 0.500982
6035.3158 6.69284 0.492410
6036.7056 6.65074 0.479423
6038.0958 6.73445 0.475341
6039.4863 6.63396 0.476106
6040.8771 6.68229 0.474924
6042.2682 6.51287 0.471991
6043.6597 5.43572 0.474828
6045.0514 5.11436 0.459776
6046.4435 5.51247 0.454166
6047.8359 6.38114 0.456791
6049.2286 7.45124 0.460121
6050.6217 7.99825 0.473783
6052.0151 7.33953 0.465542
6053.4087 6.64485 0.457949
6054.8028 7.44446 0.457021
6056.1971 7.18387 0.449290
6057.5917 6.77229 0.443984
6058.9867 7.02936 0.448060
6060.3820 6.68057 0.445499
6061.7776 6.18233 0.452697
6063.1736 6.76097 0.446093
6064.5698 7.22924 0.455395
6065.9664 7.06754 0.448854
6067.3633 6.74616 0.444727
6068.7605 6.87104 0.454583
6070.1581 7.07573 0.446037
6071.5559 7.44240 0.443251
6072.9541 7.09677 0.440758
6074.3526 7.11072 0.440041
6075.7515 7.36281 0.444825
6077.1506 6.33998 0.449696
6078.5501 6.13778 0.445682
6079.9499 7.07468 0.441067
6081.3500 7.34491 0.444415
6082.7505 6.85316 0.431698
6084.1512 6.41750 0.424464
6085.5523 6.60433 0.443069
6086.9537 7.39960 0.464650
6088.3555 7.43059 0.469146
6089.7575 7.23790 0.455672
6091.1599 7.15857 0.445133
6092.5626 6.95821 0.434581
6093.9656 6.62499 0.436160
6095.3690 7.17614 0.445129
6096.7726 6.53543 0.440600
6098.1766 6.70621 0.444169
6099.5810 7.18575 0.450551
6100.9856 7.17226 0.444466
6102.3906 7.18920 0.444785
6103.7959 6.78920 0.439412
6105.2015 6.40711 0.614303
6106.6074 6.21592 0.614365
6108.0137 6.15496 0.512834
6109.4202 6.36049 0.447227
6110.8272 6.84093 0.451520
6112.2344 6.60919 0.450807
6113.6419 6.93108 0.446557
6115.0498 6.80360 0.441558
6116.4580 6.76803 0.450891
6117.8666 6.90176 0.441838
6119.2754 6.27507 0.436567
6120.6846 6.24258 0.438743
6122.0941 6.91365 0.444124
6123.5039 7.18846 0.451569
6124.9141 7.15188 0.451141
6126.3245 7.06888 0.457189
6127.7353 6.87630 0.466048
6129.1465 7.21666 0.465234
6130.5579 7.30876 0.463100
6131.9697 7.42124 0.455834
6133.3818 7.01052 0.449822
6134.7942 6.22098 0.443856
6136.2070 6.13276 0.450655
6137.6201 6.17369 0.452716
6139.0335 6.34174 0.459165
6140.4472 6.78100 0.463170
6141.8612 6.79104 0.466376
6143.2756 6.37911 0.529198
6144.6903 6.64773 0.536295
6146.1053 7.45945 0.550529
6147.5207 7.07492 0.485885
6148.9364 6.72025 0.477590
6150.3524 6.52950 0.461575
6151.7687 6.66624 0.463162
6153.1854 7.34125 0.482048
6154.6024 6.25255 0.479080
6156.0197 6.00049 0.479698
6157.4373 6.79086 0.490585
6158.8553 6.68516 0.489296
6160.2736 5.83895 0.475817
6161.6922 6.65442 0.493549
6163.1111 7.62950 0.512699
6164.5304 7.40965 0.500772
6165.9500 7.69458 0.475983
6167.3699 7.50276 0.462013
6168.7902 6.41495 0.465329
6170.2108 6.33644 0.489838
6171.6317 7.24354 0.501786
6173.0529 6.52354 0.483360
6174.4745 6.29816 0.453529
6175.8964 6.62739 0.453408
6177.3186 6.66002 0.453202
6178.7411 6.47021 0.455049
6180.1640 6.32340 0.443530
6181.5872 6.43330 0.454519
6183.0107 6.89793 0.449729
6184.4346 7.08934 0.475480
6185.8588 6.91288 0.451072
6187.2833 7.13332 0.455568
6188.7081 7.55972 0.453187
6190.1333 6.88725 0.452084
6191.5588 6.96050 0.450033
6192.9846 6.85402 0.448377
6194.4108 6.39647 0.446408
6195.8372 7.05017 0.445407
6197.2640 6.35642 0.494424
6198.6912 6.82928 0.505982
6200.1186 7.02082 0.442251
6201.5464 6.69938 0.441949
6202.9746 6.30497 0.451501
6204.4030 6.13191 0.466956
6205.8318 7.27303 0.460170
6207.2609 7.73510 0.436491
6208.6903 7.26161 0.422600
6210.1201 7.06643 0.424861
6211.5502 7.13590 0.427622
6212.9806 6.40268 0.424809
6214.4114 6.76169 0.427151
6215.8425 6.84174 0.423218
6217.2739 6.91806 0.420141
6218.7056 6.61935 0.409811
6220.1377 6.31545 0.414601
6221.5701 7.05621 0.430780
6223.0029 7.12674 0.438857
6224.4359 6.53980 0.422430
6225.8693 6.70251 0.419289
6227.3030 7.03683 0.422250
6228.7371 6.87737 0.414030
6230.1715 6.65322 0.399334
6231.6062 6.24677 0.392995
6233.0412 7.03786 0.413640
6234.4766 6.84057 0.451869
6235.9123 6.81999 0.499463
6237.3484 7.12524 0.524743
6238.7847 6.16007 0.492148
6240.2214 7.97170 0.474807
6241.6585 7.20652 0.442598
6243.0958 6.56769 0.433312
6244.5335 6.43266 0.418738
6245.9715 6.11875 0.404694
6247.4099 6.28573 0.388519
6248.8486 6.87312 0.390261
6250.2876 7.08378 0.393134
6251.7269 7.01678 0.388922
6253.1666 6.44161 0.382342
6254.6066 6.12556 0.381181
6256.0470 7.00404 0.418114
6257.4876 6.20306 0.479499
6258.9286 6.25432 0.511938
6260.3700 6.73515 0.490187
6261.8116 6.78047 0.427585
6263.2536 6.56447 0.394354
6264.6960 6.78244 0.407412
6266.1386 6.57413 0.481939
6267.5816 6.62674 0.484219
6269.0250 7.07455 0.470374
6270.4686 7.50950 0.403437
6271.9126 7.50040 0.391548
6273.3570 7.23036 0.394817
6274.8016 7.62559 0.410697
6276.2466 6.53345 0.407774
6277.6919 6.54345 0.404092
6279.1376 6.41357 0.391501
6280.5836 5.71799 0.382130
6282.0299 6.71661 0.377907
6283.4766 6.77836 0.376985
6284.9236 6.93237 0.388165
6286.3709 6.97389 0.414631
6287.8185 7.19247 0.466433
6289.2665 7.42373 0.477467
6290.7149 6.95103 0.445154
6292.1635 6.86930 0.395287
6293.6125 7.12061 0.385886
6295.0618 7.17344 0.392459
6296.5115 6.91246 0.399375
6297.9615 4.77144 0.563063
6299.4118 2.04158 1.04371
6300.8625 10.6175 1.33405
6302.3135 8.62124 1.50424
6303.7648 5.13611 0.979931
6305.2165 5.64582 0.521849
6306.6684 7.35767 0.469313
6308.1208 6.80202 0.499585
6309.5734 6.81992 0.481252
6311.0264 6.83926 0.432824
6312.4798 6.60694 0.398280
6313.9334 6.29404 0.376346
6315.3875 6.47459 0.379379
6316.8418 7.18687 0.393933
6318.2965 6.32053 0.388892
6319.7515 6.07443 0.380867
6321.2068 6.87035 0.405657
6322.6625 7.05271 0.422112
6324.1185 6.27866 0.412699
6325.5749 6.24977 0.407045
6327.0315 6.42058 0.412430
6328.4886 7.00676 0.416950
6329.9459 6.18414 0.454520
6331.4036 5.62166 0.473133
6332.8616 6.56726 0.448724
6334.3200 7.13694 0.407169
6335.7787 6.55466 0.385638
6337.2377 6.96787 0.382119
6338.6971 6.60361 0.376955
6340.1568 6.24517 0.378866
6341.6169 6.49575 0.377148
6343.0772 6.00932 0.371304
6344.5380 5.86048 0.373232
6345.9990 6.64522 0.387810
6347.4604 7.38670 0.396592
6348.9221 6.77260 0.402618
6350.3842 6.02462 0.397340
6351.8466 7.18721 0.406692
6353.3093 5.68229 0.382047
6354.7724 6.63595 0.386617
6356.2358 5.64503 0.503178
6357.6995 5.46786 0.518816
6359.1636 7.17802 0.517398
6360.6280 5.92448 0.414738
6362.0928 6.21833 0.463301
6363.5579 5.89692 0.630466
6365.0233 6.78652 0.765048
6366.4891 6.98108 0.682096
6367.9552 6.10261 0.488894
6369.4217 6.97779 0.406984
6370.8884 6.04315 0.374711
6372.3556 6.18020 0.371055
6373.8230 6.35845 0.372169
6375.2908 6.19391 0.370478
6376.7589 6.00597 0.367556
6378.2274 5.93653 0.371434
6379.6962 6.34675 0.387952
6381.1654 6.34446 0.396087
6382.6349 6.59897 0.399159
6384.1047 6.72401 0.393511
6385.5749 6.37550 0.399592
6387.0454 6.19360 0.416918
6388.5162 6.36594 0.414067
6389.9874 6.79095 0.393154
6391.4589 6.85153 0.379932
6392.9307 6.50468 0.374554
6394.4029 6.53376 0.378043
6395.8755 7.40412 0.448113
6397.3484 7.02081 0.435364
6398.8216 6.45395 0.371461
6400.2951 6.60830 0.373638
6401.7690 6.59035 0.368180
6403.2432 5.89996 0.365838
6404.7178 5.65089 0.361139
6406.1927 6.23607 0.362479
6407.6680 6.35681 0.361499
6409.1436 5.80243 0.365629
6410.6195 6.24879 0.371280
6412.0958 7.03588 0.378433
6413.5724 5.71107 0.376528
6415.0493 6.76601 0.379523
6416.5266 5.70364 0.374968
6418.0042 5.92585 0.365062
6419.4822 6.86211 0.387056
6420.9605 6.88592 0.383086
6422.4392 6.74333 0.384115
6423.9182 5.60186 0.367206
6425.3975 6.65091 0.374391
6426.8772 6.38671 0.370705
6428.3572 5.92257 0.363787
6429.8375 6.67275 0.375029
6431.3182 6.65731 0.382117
6432.7993 6.68683 0.385255
6434.2806 6.50532 0.379242
6435.7624 6.11582 0.363993
6437.2444 6.20090 0.361214
6438.7268 6.41997 0.363871
6440.2096 5.82437 0.368384
6441.6927 6.74613 0.373145
6443.1761 6.28352 0.383260
6444.6598 6.60533 0.389707
6446.1440 7.00454 0.392484
6447.6284 6.63631 0.389473
6449.1132 6.93564 0.385218
6450.5983 7.00880 0.386509
6452.0838 6.38499 0.380460
6453.5696 6.10115 0.385065
6455.0558 6.35843 0.395976
6456.5423 6.98295 0.478376
6458.0291 7.78222 0.478758
6459.5163 7.78412 0.472075
6461.0039 9.53411 0.422571
6462.4917 7.74295 0.398727
6463.9799 5.61701 0.392066
6465.4685 5.99309 0.419370
6466.9574 5.21365 0.505780
6468.4466 5.62016 0.507398
6469.9362 5.57493 0.417957
6471.4262 6.44102 0.432482
6472.9164 7.18847 0.439290
6474.4070 6.70610 0.408197
6475.8980 6.02719 0.378885
6477.3893 5.53540 0.385119
6478.8810 6.31629 0.410604
6480.3729 6.36380 0.413964
6481.8653 6.23110 0.392810
6483.3580 6.73600 0.385295
6484.8510 6.85531 0.392146
6486.3443 6.70844 0.388291
6487.8380 6.31258 0.372959
6489.3321 5.72196 0.368111
6490.8265 5.39421 0.365376
6492.3212 5.65465 0.369408
6493.8163 6.24592 0.374046
6495.3117 6.59177 0.379216
6496.8075 6.21796 0.392899
6498.3036 6.72766 0.451190
6499.8001 7.00763 0.501186
6501.2969 6.36733 0.482582
6502.7941 6.31417 0.417755
6504.2916 5.74362 0.390731
6505.7894 6.47171 0.413548
6507.2876 6.54648 0.420454
6508.7861 6.47749 0.399250
6510.2850 6.76473 0.396613
6511.7842 6.28960 0.381757
6513.2838 7.06308 0.386818
6514.7837 6.90559 0.395731
6516.2839 6.30352 0.397596
6517.7845 6.05645 0.392340
6519.2855 6.05062 0.377651
6520.7868 5.82896 0.385016
6522.2884 6.45246 0.403637
6523.7904 6.21087 0.407577
6525.2927 6.84529 0.406430
6526.7954 6.93559 0.392055
6528.2984 6.01928 0.377647
6529.8018 6.45917 0.377311
6531.3055 5.53346 0.378320
6532.8096 6.74419 0.431027
6534.3140 6.42698 0.466807
6535.8188 5.70235 0.445722
6537.3239 6.19384 0.408539
6538.8293 6.10417 0.446176
6540.3351 7.21960 0.464675
6541.8412 6.62335 0.464850
6543.3477 6.45305 0.406543
6544.8546 6.42395 0.421371
6546.3617 5.88559 0.404965
6547.8693 6.16762 0.383684
6549.3771 6.69327 0.381253
6550.8854 6.87595 0.383251
6552.3939 6.35713 0.401209
6553.9029 5.59360 0.444905
6555.4121 5.46618 0.473127
6556.9217 6.10079 0.443366
6558.4317 5.64164 0.392866
6559.9420 6.31094 0.379645
6561.4527 6.01032 0.389304
6562.9637 5.77449 0.419756
6564.4750 6.65840 0.453910
6565.9867 6.75616 0.421975
6567.4988 6.12021 0.382716
6569.0112 6.00131 0.387314
6570.5239 6.48522 0.398327
6572.0370 6.51646 0.389892
6573.5504 6.34127 0.425319
6575.0642 7.24118 0.442218
6576.5784 6.23497 0.402122
6578.0929 5.99579 0.447512
6579.6077 6.35793 0.449980
6581.1229 6.39594 0.451225
6582.6384 5.97990 0.420878
6584.1543 5.89054 0.520708
6585.6705 6.29938 0.418872
6587.1871 6.38273 0.361930
6588.7040 7.00214 0.375634
6590.2213 7.12636 0.375188
6591.7390 6.49176 0.372781
6593.2569 6.78309 0.369707
6594.7753 6.31439 0.365310
6596.2939 6.42140 0.383575
6597.8130 6.51223 0.394339
6599.3323 6.21802 0.375141
6600.8521 5.91618 0.364684
6602.3721 6.14020 0.367374
6603.8926 6.50489 0.380473
6605.4134 6.50779 0.392968
6606.9345 6.23118 0.382235
6608.4560 5.74652 0.358490
6609.9778 5.62960 0.345511
6611.5000 6.30922 0.350186
6613.0225 5.48383 0.339615
6614.5454 6.28419 0.340988
6616.0686 6.21040 0.346077
6617.5922 6.09472 0.342283
6619.1161 6.71967 0.349367
6620.6404 6.02432 0.344307
6622.1650 6.24717 0.344629
6623.6900 6.30169 0.345236
6625.2154 6.05760 0.342954
6626.7410 6.05307 0.340730
6628.2671 6.38763 0.351994
6629.7935 6.54017 0.352271
6631.3202 6.84021 0.358927
6632.8473 6.53397 0.357617
6634.3748 6.39941 0.372689
6635.9026 6.32796 0.378036
6637.4307 6.10394 0.360540
6638.9592 6.18243 0.351438
6640.4881 6.07055 0.340638
6642.0173 5.78685 0.343231
6643.5468 6.42049 0.344145
6645.0767 6.44915 0.340854
6646.6070 5.48403 0.332947
6648.1376 6.04332 0.337655
6649.6686 6.58205 0.345571
6651.1999 6.91412 0.348421
6652.7316 6.60785 0.342070
6654.2636 5.93526 0.335711
6655.7960 5.55620 0.329751
6657.3287 5.91715 0.337491
6658.8618 6.76223 0.341782
6660.3952 5.25243 0.326815
6661.9290 5.60779 0.326967
6663.4631 6.24056 0.339034
6664.9976 5.57307 0.340427
6666.5325 6.69254 0.345818
6668.0677 6.37340 0.349191
6669.6032 5.97479 0.340203
6671.1392 5.72420 0.333118
6672.6754 5.91340 0.346458
6674.2120 6.17872 0.355039
6675.7490 5.60809 0.336687
6677.2863 5.91151 0.329790
6678.8240 5.81577 0.330905
6680.3620 5.74749 0.329921
6681.9004 6.15547 0.335098
6683.4392 6.56577 0.336556
6684.9783 6.16789 0.339241
6686.5177 6.11430 0.342997
6688.0575 6.61351 0.355392
6689.5977 6.35513 0.346931
6691.1382 5.85696 0.330219
6692.6791 6.12704 0.334838
6694.2203 6.63407 0.338514
6695.7619 6.12006 0.335615
6697.3038 6.55445 0.341085
6698.8461 6.49715 0.343606
6700.3887 6.24599 0.357964
6701.9317 6.36036 0.357613
6703.4751 6.00927 0.352820
6705.0188 6.23912 0.343514
6706.5629 5.61972 0.344442
6708.1073 5.93227 0.362789
6709.6521 6.76084 0.377538
6711.1972 7.12601 0.377110
6712.7427 7.90139 0.382279
6714.2885 9.26856 0.393423
6715.8347 8.47834 0.379463
6717.3813 6.88795 0.362111
6718.9282 6.18131 0.344552
6720.4755 6.06732 0.337630
6722.0231 5.37665 0.328244
6723.5711 6.89535 0.340758
6725.1194 8.15980 0.398066
6726.6681 29.3097 0.708570
6728.2172 72.5766 1.44159
6729.7666 97.7401 1.81260
6731.3163 56.4333 1.10818
6732.8664 17.7710 0.512180
6734.4169 5.97051 0.350799
6735.9678 5.65819 0.335072
6737.5190 6.12337 0.344844
6739.0705 6.13606 0.343523
6740.6224 6.07661 0.348791
6742.1747 5.71613 0.343050
6743.7273 6.61809 0.352315
6745.2803 5.99014 0.343155
6746.8336 6.13513 0.357100
6748.3873 9.89850 0.402608
6749.9414 14.2985 0.468716
6751.4958 14.0005 0.473861
6753.0505 9.48071 0.404646
6754.6057 6.75127 0.358349
6756.1612 6.36006 0.348050
6757.7170 6.17399 0.344323
6759.2732 6.15836 0.341369
6760.8298 6.21889 0.342060
6762.3867 6.09315 0.344480
6763.9439 6.40763 0.347661
6765.5016 6.69660 0.405454
6767.0596 6.47413 0.400131
6768.6179 6.45653 0.350778
6770.1766 7.03573 0.353839
6771.7357 6.30135 0.348972
6773.2951 6.58598 0.351750
6774.8549 6.84961 0.349207
6776.4151 6.14829 0.349159
6777.9756 6.62638 0.346238
6779.5364 6.15721 0.339725
6781.0977 6.28421 0.340647
6782.6593 5.74736 0.342020
6784.2212 5.49656 0.338881
6785.7835 6.17002 0.338858
6787.3462 5.92607 0.338458
6788.9092 5.98241 0.337700
6790.4726 5.97642 0.338947
6792.0363 6.10496 0.336583
6793.6004 6.16524 0.334702
6795.1649 6.12207 0.336078
6796.7297 6.34959 0.338156
6798.2949 5.96222 0.336774
6799.8605 5.85389 0.337892
6801.4264 5.94857 0.339654
6802.9926 6.26280 0.341713
6804.5592 6.27174 0.340224
6806.1262 5.34256 0.337260
6807.6936 6.21382 0.349586
6809.2613 6.45916 0.344552
6810.8294 6.55530 0.344614
6812.3978 6.64160 0.344479
6813.9666 6.62915 0.340819
6815.5357 6.78403 0.342576
6817.1053 5.96968 0.342217
6818.6751 6.66232 0.345898
6820.2454 6.98157 0.350061
6821.8160 6.48792 0.333127
6823.3869 6.12281 0.332763
6824.9583 6.11017 0.335774
6826.5300 6.03741 0.355090
6828.1020 7.16226 0.420255
6829.6744 6.11115 0.495467
6831.2472 4.91004 0.498001
6832.8203 6.01358 0.455915
6834.3938 6.72417 0.474745
6835.9677 6.84841 0.491279
6837.5419 7.10631 0.438121
6839.1165 6.56968 0.362769
6840.6914 6.41623 0.355555
6842.2667 6.91047 0.379774
6843.8424 5.95056 0.383942
6845.4184 6.56652 0.366340
6846.9948 6.92694 0.347384
6848.5716 6.61109 0.329628
6850.1487 6.08830 0.339580
6851.7262 5.92889 0.339682
6853.3041 6.21505 0.340849
6854.8823 6.09765 0.338638
6856.4608 6.65205 0.340061
6858.0398 6.73009 0.343029
6859.6191 6.62776 0.351071
6861.1988 6.58115 0.375837
6862.7788 5.59619 0.451208
6864.3592 5.76998 0.582265
6865.9399 6.59252 0.767810
6867.5211 5.95352 0.655723
6869.1025 5.43044 0.443242
6870.6844 6.27562 0.455905
6872.2666 6.25442 0.476948
6873.8492 6.53648 0.450102
6875.4321 5.69846 0.404297
6877.0154 5.73404 0.373177
6878.5991 6.50597 0.373311
6880.1832 6.66402 0.373476
6881.7676 6.39983 0.381313
6883.3523 7.26398 0.401354
6884.9375 12.1799 0.457587
6886.5230 18.9528 0.547079
6888.1088 18.7338 0.563840
6889.6951 10.4507 0.514089
6891.2816 6.62618 0.476984
6892.8686 5.10968 0.415861
6894.4559 6.32265 0.367881
6896.0436 6.73304 0.370896
6897.6317 6.60132 0.372728
6899.2201 8.88864 0.416170
6900.8089 13.8579 0.523230
6902.3980 15.0189 0.553651
6903.9876 10.4268 0.467974
6905.5774 6.93444 0.374568
6907.1677 6.26082 0.348677
6908.7583 6.14055 0.351454
6910.3493 5.71726 0.346273
6911.9406 5.46054 0.394347
6913.5324 6.43029 0.441736
6915.1244 6.44263 0.443858
6916.7169 5.92995 0.441052
6918.3097 6.37981 0.414718
6919.9029 6.89575 0.353556
6921.4964 5.47681 0.369277
6923.0904 5.84076 0.465387
6924.6846 6.37255 0.508633
6926.2793 5.96519 0.470981
6927.8743 5.56838 0.373611
6929.4697 6.31206 0.356601
6931.0655 6.31437 0.358110
6932.6616 6.23242 0.354405
6934.2581 6.23961 0.344339
6935.8549 6.29726 0.353673
6937.4521 6.36449 0.352379
6939.0497 6.26819 0.379278
6940.6477 5.64384 0.425215
6942.2460 5.87827 0.418328
6943.8447 5.79199 0.376261
6945.4438 5.88163 0.350085
6947.0432 6.21941 0.371962
6948.6430 5.36020 0.479549
6950.2432 7.24109 0.638263
6951.8437 7.71217 0.583388
6953.4446 6.32685 0.398186
6955.0459 5.24787 0.343046
6956.6475 5.58558 0.367543
6958.2495 5.81302 0.375350
6959.8519 5.90511 0.334455
6961.4547 4.96431 0.323770
6963.0578 5.09302 0.321406
6964.6613 5.71519 0.330129
6966.2651 5.69373 0.344989
6967.8694 6.00271 0.360306
6969.4740 5.42774 0.375049
6971.0789 6.31711 0.400790
6972.6843 6.16171 0.384755
6974.2900 5.82483 0.347984
6975.8960 6.65626 0.344343
6977.5025 6.41556 0.378353
6979.1093 5.84533 0.448064
6980.7165 5.85776 0.464012
6982.3240 5.78512 0.390921
6983.9320 6.26675 0.355901
6985.5403 7.01990 0.405828
6987.1489 5.81540 0.399177
6988.7580 5.46642 0.337114
6990.3674 5.87804 0.337917
6991.9771 5.87620 0.329705
6993.5873 5.88334 0.333596
6995.1978 6.27284 0.333217
6996.8087 6.06249 0.339844
6998.4200 6.39988 0.349838
7000.0316 6.16952 0.354785
7001.6436 6.15570 0.357507
7003.2560 6.50608 0.365813
7004.8687 6.56078 0.374603
7006.4818 5.97442 0.361144
7008.0953 5.51754 0.338399
7009.7092 6.02637 0.340762
7011.3234 6.32753 0.373094
7012.9380 5.82093 0.385499
7014.5530 5.49950 0.375042
7016.1683 6.43525 0.342834
7017.7840 5.51458 0.324544
7019.4001 6.14287 0.328038
7021.0166 6.04772 0.327427
7022.6334 5.75388 0.329522
7024.2506 6.32617 0.330731
7025.8682 5.78402 0.327121
