       3708.3668      26.0703
       3709.2207      26.0686
       3710.0749      26.0668
       3710.9293      26.0648
       3711.7839      26.0626
       3712.6386      26.0603
       3713.4936      26.0579
       3714.3488      26.0553
       3715.2041      26.0526
       3716.0597      26.0498
       3716.9154      26.0468
       3717.7714      26.0438
       3718.6275      28.2378
       3719.4839      27.4998
       3720.3404      23.7512
       3721.1971      22.3166
       3722.0541      23.2849
       3722.9112      21.3445
       3723.7685      21.3431
       3724.6261      32.8389
       3725.4838      53.0181
       3726.3417      68.9292
       3727.1998      72.6618
       3728.0582      73.1333
       3728.9167      89.1385
       3729.7754      82.7723
       3730.6343      58.3323
       3731.4934      37.4231
       3732.3527      29.6408
       3733.2122      26.6312
       3734.0719      22.6424
       3734.9318      21.3239
       3735.7919      21.1710
       3736.6522      20.9569
       3737.5127      20.7892
       3738.3734      21.7193
       3739.2343      25.0191
       3740.0954      28.2117
       3740.9567      25.3498
       3741.8182      26.9394
       3742.6799      32.6922
       3743.5417      29.1134
       3744.4038      29.8571
       3745.2661      29.2421
       3746.1286      24.6100
       3746.9913      23.0430
       3747.8541      24.2573
       3748.7172      19.8934
       3749.5805      18.4001
       3750.4440      20.3422
       3751.3076      21.7869
       3752.1715      21.9866
       3753.0356      22.5404
       3753.8998      24.2812
       3754.7643      25.3179
       3755.6290      29.5956
       3756.4938      31.3683
       3757.3589      29.9146
       3758.2242      29.3892
       3759.0896      31.7154
       3759.9553      29.2616
       3760.8211      26.4538
       3761.6872      29.4181
       3762.5535      33.1501
       3763.4199      32.3563
       3764.2866      29.3663
       3765.1534      29.0927
       3766.0205      28.5625
       3766.8878      26.7183
       3767.7552      23.6061
       3768.6229      22.3869
       3769.4907      24.7162
       3770.3588      20.6516
       3771.2270      21.5466
       3772.0955      22.0382
       3772.9642      23.2204
       3773.8330      25.5797
       3774.7021      25.2903
       3775.5713      26.4930
       3776.4408      28.0980
       3777.3104      27.5583
       3778.1803      28.5580
       3779.0504      31.9663
       3779.9206      33.7523
       3780.7911      36.1595
       3781.6617      34.6396
       3782.5326      36.1117
       3783.4037      36.0215
       3784.2749      32.6813
       3785.1464      33.2636
       3786.0180      34.6585
       3786.8899      33.8918
       3787.7620      32.8660
       3788.6342      32.5703
       3789.5067      32.4395
       3790.3794      31.3114
       3791.2522      29.0747
       3792.1253      30.1472
       3792.9986      31.4862
       3793.8720      27.8200
       3794.7457      22.2912
       3795.6196      23.0632
       3796.4937      22.5284
       3797.3679      23.3508
       3798.2424      23.0627
       3799.1171      22.2466
       3799.9920      22.9370
       3800.8671      24.8608
       3801.7423      25.0473
       3802.6178      29.6551
       3803.4935      29.3881
       3804.3694      29.4800
       3805.2455      32.9697
       3806.1218      32.1942
       3806.9983      30.4189
       3807.8750      35.0629
       3808.7519      38.3815
       3809.6290      37.4988
       3810.5063      35.9220
       3811.3838      36.6511
       3812.2615      34.6807
       3813.1394      36.0563
       3814.0175      33.3694
       3814.8958      33.2628
       3815.7743      35.7481
       3816.6530      31.5291
       3817.5319      36.6803
       3818.4111      39.0806
       3819.2904      35.0927
       3820.1699      32.2127
       3821.0496      34.2060
       3821.9296      35.4036
       3822.8097      33.3031
       3823.6900      34.8098
       3824.5706      33.4188
       3825.4513      30.9610
       3826.3323      30.7633
       3827.2134      31.0493
       3828.0948      30.9777
       3828.9763      30.4564
       3829.8581      28.6078
       3830.7400      26.7000
       3831.6222      25.4534
       3832.5046      23.3748
       3833.3871      19.7504
       3834.2699      19.6042
       3835.1529      21.8180
       3836.0360      23.3089
       3836.9194      22.5060
       3837.8030      21.0160
       3838.6868      22.6670
       3839.5708      25.9584
       3840.4550      27.6570
       3841.3394      28.6283
       3842.2240      29.1926
       3843.1088      28.8213
       3843.9938      32.8988
       3844.8790      34.5686
       3845.7644      34.5901
       3846.6501      33.0673
       3847.5359      32.3427
       3848.4219      35.3071
       3849.3082      34.3380
       3850.1946      32.8902
       3851.0812      35.5275
       3851.9681      37.9736
       3852.8551      37.1795
       3853.7424      36.9257
       3854.6298      38.6731
       3855.5175      36.1241
       3856.4054      35.5156
       3857.2934      37.0378
       3858.1817      38.2875
       3859.0702      38.0242
       3859.9589      33.6357
       3860.8478      38.9158
       3861.7369      39.5830
       3862.6262      36.7312
       3863.5157      35.8121
       3864.4054      35.0448
       3865.2953      36.1331
       3866.1854      35.5021
       3867.0758      35.1050
       3867.9663      36.1960
       3868.8570      38.5740
       3869.7480      41.1349
       3870.6391      41.2644
       3871.5305      34.9982
       3872.4220      34.2744
       3873.3138      34.8860
       3874.2057      32.9635
       3875.0979      34.3047
       3875.9903      34.6341
       3876.8829      34.9095
       3877.7757      33.3848
       3878.6686      32.4092
       3879.5618      33.3774
       3880.4553      32.6780
       3881.3489      27.0944
       3882.2427      28.4240
       3883.1367      30.9299
       3884.0309      29.0335
       3884.9254      26.4537
       3885.8200      28.4715
       3886.7148      22.1109
       3887.6099      22.8618
       3888.5052      25.9717
       3889.4006      27.3712
       3890.2963      27.7937
       3891.1922      27.7692
       3892.0883      23.1485
       3892.9845      25.8084
       3893.8810      26.4657
       3894.7777      26.2904
       3895.6747      27.4891
       3896.5718      27.2048
       3897.4691      31.9476
       3898.3666      31.2342
       3899.2644      30.2334
       3900.1623      31.9639
       3901.0604      33.3284
       3901.9588      31.2403
       3902.8574      32.7099
       3903.7561      33.3409
       3904.6551      31.6400
       3905.5543      31.8345
       3906.4537      34.4177
       3907.3533      34.1416
       3908.2531      32.9917
       3909.1531      34.1929
       3910.0533      33.7337
       3910.9537      34.4200
       3911.8544      36.8424
       3912.7552      36.1048
       3913.6563      35.9974
       3914.5575      35.1977
       3915.4590      35.4761
       3916.3607      36.0004
       3917.2625      35.4317
       3918.1646      34.2450
       3919.0669      33.7606
       3919.9694      36.7647
       3920.8721      36.8052
       3921.7751      35.2671
       3922.6782      35.1623
       3923.5815      34.8327
       3924.4851      33.2286
       3925.3888      35.5624
       3926.2928      35.0097
       3927.1969      33.2981
       3928.1013      32.8934
       3929.0059      31.1274
       3929.9107      29.7912
       3930.8157      27.6175
       3931.7209      25.5827
       3932.6263      23.8222
       3933.5319      21.7376
       3934.4378      20.0390
       3935.3438      22.2875
       3936.2501      24.5502
       3937.1565      27.1341
       3938.0632      30.4601
       3938.9701      32.1219
       3939.8771      30.8808
       3940.7844      35.2025
       3941.6919      32.9160
       3942.5997      32.8437
       3943.5076      35.1351
       3944.4157      35.4537
       3945.3240      33.6830
       3946.2326      31.8433
       3947.1414      33.4870
       3948.0503      35.1977
       3948.9595      34.4398
       3949.8689      32.8386
       3950.7785      33.7636
       3951.6883      34.5530
       3952.5983      33.4100
       3953.5085      32.3199
       3954.4190      32.9051
       3955.3296      35.0554
       3956.2405      36.0038
       3957.1515      31.4428
       3958.0628      30.9321
       3958.9743      31.3332
       3959.8860      32.0443
       3960.7979      32.7104
       3961.7100      30.4252
       3962.6223      26.5591
       3963.5348      25.6918
       3964.4476      25.2294
       3965.3605      24.5597
       3966.2737      22.3374
       3967.1871      17.8153
       3968.1007      20.1932
       3969.0144      18.5461
       3969.9285      19.8557
       3970.8427      23.5507
       3971.7571      24.4565
       3972.6717      21.5785
       3973.5866      19.6304
       3974.5016      22.5178
       3975.4169      24.1193
       3976.3324      25.1550
       3977.2481      27.1202
       3978.1640      27.6262
       3979.0801      28.9342
       3979.9964      33.7565
       3980.9129      34.3269
       3981.8297      31.2662
       3982.7466      30.3670
       3983.6638      33.3996
       3984.5812      32.9972
       3985.4988      33.1773
       3986.4166      34.8934
       3987.3346      36.9436
       3988.2528      37.7936
       3989.1712      36.9495
       3990.0899      36.0650
       3991.0087      35.8133
       3991.9278      37.5956
       3992.8471      38.8732
       3993.7666      37.8380
       3994.6863      36.4669
       3995.6062      36.2491
       3996.5263      36.3716
       3997.4467      35.4653
       3998.3672      35.8763
       3999.2880      37.6877
       4000.2090      37.3609
       4001.1302      37.3762
       4002.0516      37.0244
       4002.9732      37.5191
       4003.8950      38.0191
       4004.8170      37.1455
       4005.7393      35.5460
       4006.6617      35.8578
       4007.5844      34.2773
       4008.5073      34.3411
       4009.4304      37.4230
       4010.3537      40.1732
       4011.2772      38.6327
       4012.2010      37.4927
       4013.1249      37.5757
       4014.0491      39.3648
       4014.9735      39.4908
       4015.8981      38.0455
       4016.8229      38.6666
       4017.7479      35.4429
       4018.6731      38.7883
       4019.5985      37.9403
       4020.5242      34.2927
       4021.4501      35.5924
       4022.3761      41.0865
       4023.3024      38.8276
       4024.2289      38.1399
       4025.1557      37.6251
       4026.0826      36.2224
       4027.0097      35.2264
       4027.9371      36.2486
       4028.8647      38.8717
       4029.7925      38.0881
       4030.7205      35.5169
       4031.6487      35.3627
       4032.5771      36.5899
       4033.5057      34.3578
       4034.4346      34.6898
       4035.3637      34.7027
       4036.2930      37.0031
       4037.2225      39.4262
       4038.1522      38.1612
       4039.0821      34.8143
       4040.0122      38.2489
       4040.9426      38.7487
       4041.8732      37.2009
       4042.8039      37.2629
       4043.7349      38.3832
       4044.6661      36.7482
       4045.5976      35.1953
       4046.5292      33.0757
       4047.4611      34.6133
       4048.3931      36.0290
       4049.3254      35.6523
       4050.2579      37.9973
       4051.1906      38.1387
       4052.1236      38.8785
       4053.0567      38.4554
       4053.9901      37.2150
       4054.9236      36.1363
       4055.8574      35.4894
       4056.7914      37.1423
       4057.7256      35.0356
       4058.6601      35.3325
       4059.5947      35.4356
       4060.5296      34.6503
       4061.4647      38.3578
       4062.4000      37.2437
       4063.3355      34.1817
       4064.2712      32.1290
       4065.2071      32.9830
       4066.1433      35.7971
       4067.0797      37.6506
       4068.0163      39.3834
       4068.9531      37.6617
       4069.8901      37.4634
       4070.8273      37.7351
       4071.7648      35.2671
       4072.7024      31.5581
       4073.6403      32.4131
       4074.5784      35.5690
       4075.5167      36.4756
       4076.4553      33.5744
       4077.3940      30.4084
       4078.3330      31.8303
       4079.2721      32.9283
       4080.2115      33.4190
       4081.1511      35.4704
       4082.0910      36.1380
       4083.0310      34.9830
       4083.9713      36.2530
       4084.9118      35.7823
       4085.8525      34.8951
       4086.7934      33.1287
       4087.7345      32.8459
       4088.6758      34.6422
       4089.6174      34.9939
       4090.5592      33.5066
       4091.5012      33.2216
       4092.4434      32.1734
       4093.3858      31.6746
       4094.3285      31.7358
       4095.2713      29.7842
       4096.2144      30.1932
       4097.1577      27.0455
       4098.1012      25.8422
       4099.0449      25.9777
       4099.9889      25.5784
       4100.9331      28.1150
       4101.8774      35.9446
       4102.8220      38.4216
       4103.7669      32.5258
       4104.7119      26.0563
       4105.6571      24.9933
       4106.6026      26.9130
       4107.5483      30.2260
       4108.4942      29.3415
       4109.4403      29.6099
       4110.3867      30.8455
       4111.3332      30.9933
       4112.2800      31.3395
       4113.2270      32.0599
       4114.1742      32.1596
       4115.1217      33.1014
       4116.0693      34.6250
       4117.0172      34.8634
       4117.9653      33.6983
       4118.9136      36.0370
       4119.8621      32.5076
       4120.8108      32.5354
       4121.7598      33.0952
       4122.7090      32.0088
       4123.6584      35.5588
       4124.6080      33.6277
       4125.5578      35.0990
       4126.5079      36.4584
       4127.4582      35.2400
       4128.4087      32.7502
       4129.3594      32.0744
       4130.3103      34.8677
       4131.2614      33.1961
       4132.2128      33.3655
       4133.1644      35.3380
       4134.1162      35.6909
       4135.0682      34.6240
       4136.0205      34.4300
       4136.9729      35.9337
       4137.9256      35.9319
       4138.8785      37.4776
       4139.8316      40.6433
       4140.7850      38.6938
       4141.7385      34.7421
       4142.6923      35.9049
       4143.6463      34.3278
       4144.6005      31.9397
       4145.5550      33.1891
       4146.5096      34.9908
       4147.4645      33.4192
       4148.4196      34.7499
       4149.3749      35.7107
       4150.3305      34.4487
       4151.2862      33.4993
       4152.2422      35.5652
       4153.1984      35.3122
       4154.1548      36.7919
       4155.1115      36.0105
       4156.0683      34.5750
       4157.0254      35.1900
       4157.9827      36.1745
       4158.9402      36.1943
       4159.8980      34.7029
       4160.8559      36.6683
       4161.8141      38.0536
       4162.7725      36.1648
       4163.7312      35.7501
       4164.6900      34.4843
       4165.6491      35.3507
       4166.6083      36.3029
       4167.5679      36.2144
       4168.5276      35.0408
       4169.4875      33.3603
       4170.4477      34.0174
       4171.4081      35.3216
       4172.3687      34.5345
       4173.3295      31.5734
       4174.2906      30.1947
       4175.2519      33.1814
       4176.2134      31.8460
       4177.1751      34.7547
       4178.1370      34.5485
       4179.0992      33.6109
       4180.0616      35.1519
       4181.0242      34.8433
       4181.9870      35.4342
       4182.9501      34.9749
       4183.9133      32.9745
       4184.8768      32.7423
       4185.8405      35.5730
       4186.8045      37.0094
       4187.7686      33.2228
       4188.7330      32.2695
       4189.6976      33.6141
       4190.6624      34.6592
       4191.6275      34.7665
       4192.5928      35.2299
       4193.5582      35.7468
       4194.5240      36.4365
       4195.4899      36.2597
       4196.4561      36.0900
       4197.4224      36.6904
       4198.3890      36.5388
       4199.3559      33.9301
       4200.3229      34.8268
       4201.2902      34.4520
       4202.2577      34.1702
       4203.2254      34.8773
       4204.1933      33.2996
       4205.1615      36.2200
       4206.1299      35.8016
       4207.0985      35.2835
       4208.0673      35.8939
       4209.0364      36.5762
       4210.0057      36.5924
       4210.9752      34.3559
       4211.9449      35.4744
       4212.9148      37.0588
       4213.8850      35.7330
       4214.8554      33.6319
       4215.8260      35.3822
       4216.7969      34.3902
       4217.7679      36.4058
       4218.7392      35.6467
       4219.7107      34.5372
       4220.6825      35.9594
       4221.6544      35.7547
       4222.6266      34.8191
       4223.5990      36.5966
       4224.5716      35.6546
       4225.5445      33.9940
       4226.5176      33.2101
       4227.4909      30.5155
       4228.4644      33.9363
       4229.4382      35.1924
       4230.4121      36.3243
       4231.3863      37.3472
       4232.3608      36.1998
       4233.3354      33.6909
       4234.3103      34.9847
       4235.2854      35.1667
       4236.2607      34.1190
       4237.2363      32.9830
       4238.2120      33.3813
       4239.1880      35.4686
       4240.1642      33.4053
       4241.1407      34.5223
       4242.1174      34.9369
       4243.0943      34.6978
       4244.0714      36.1860
       4245.0487      38.1970
       4246.0263      36.6667
       4247.0041      35.0451
       4247.9821      35.1666
       4248.9604      34.7324
       4249.9388      33.8400
       4250.9175      35.5544
       4251.8965      33.7325
       4252.8756      35.2274
       4253.8550      35.6069
       4254.8346      34.8511
       4255.8144      34.6084
       4256.7944      34.0724
       4257.7747      35.9113
       4258.7552      35.4634
       4259.7360      33.9821
       4260.7169      32.7646
       4261.6981      33.7149
       4262.6795      37.6453
       4263.6611      36.1283
       4264.6430      35.0388
       4265.6251      36.7895
       4266.6074      37.4093
       4267.5899      35.3013
       4268.5727      34.4986
       4269.5557      32.9352
       4270.5389      31.7352
       4271.5223      32.3920
       4272.5060      32.4327
       4273.4899      31.3024
       4274.4740      31.9408
       4275.4583      30.3341
       4276.4429      33.5108
       4277.4277      35.0668
       4278.4127      34.3267
       4279.3980      35.0339
       4280.3835      37.2210
       4281.3692      34.9147
       4282.3551      34.9737
       4283.3413      34.0425
       4284.3277      33.3866
       4285.3143      34.0074
       4286.3011      32.7996
       4287.2882      34.2193
       4288.2755      33.4766
       4289.2630      32.5357
       4290.2508      30.7461
       4291.2388      29.4267
       4292.2270      32.7272
       4293.2154      33.1609
       4294.2041      34.9933
       4295.1930      32.7746
       4296.1821      31.9960
       4297.1714      34.6479
       4298.1610      31.7974
       4299.1508      31.8878
       4300.1408      30.0465
       4301.1311      30.5080
       4302.1216      30.9821
       4303.1123      29.7352
       4304.1032      30.6497
       4305.0944      28.9903
       4306.0858      29.9209
       4307.0774      29.8932
       4308.0693      29.5632
       4309.0614      30.5355
       4310.0537      30.9527
       4311.0462      31.4293
       4312.0390      31.2379
       4313.0320      31.1608
       4314.0252      30.7825
       4315.0187      30.8881
       4316.0124      33.3262
       4317.0063      33.6546
       4318.0004      33.3681
       4318.9948      33.1523
       4319.9894      32.7106
       4320.9842      32.4610
       4321.9793      33.0619
       4322.9746      31.5346
       4323.9701      30.9352
       4324.9658      30.4541
       4325.9618      28.3525
       4326.9580      27.0553
       4327.9544      30.7722
       4328.9511      31.0837
       4329.9480      30.7434
       4330.9451      30.6308
       4331.9425      29.6579
       4332.9400      28.8905
       4333.9379      30.4727
       4334.9359      27.9837
       4335.9342      28.8657
       4336.9327      28.3013
       4337.9314      23.1694
       4338.9304      21.6072
       4339.9295      35.5870
       4340.9290      49.2133
       4341.9286      50.0341
       4342.9285      36.2310
       4343.9286      24.8295
       4344.9290      24.5725
       4345.9295      23.5588
       4346.9303      26.9263
       4347.9314      29.0789
       4348.9326      29.4525
       4349.9341      29.2550
       4350.9358      29.2307
       4351.9378      29.0389
       4352.9400      27.8912
       4353.9424      29.0294
       4354.9451      30.9522
       4355.9479      32.1290
       4356.9510      32.0321
       4357.9544      31.1872
       4358.9580      32.0403
       4359.9618      32.9930
       4360.9658      32.2790
       4361.9701      32.3273
       4362.9745      34.1980
       4363.9793      34.6170
       4364.9842      34.6797
       4365.9894      35.8485
       4366.9948      34.1222
       4368.0005      33.0969
       4369.0064      33.9832
       4370.0125      31.2548
       4371.0189      33.3819
       4372.0254      33.5663
       4373.0322      31.9583
       4374.0393      31.8621
       4375.0466      32.9905
       4376.0541      31.1075
       4377.0618      29.6917
       4378.0698      32.9907
       4379.0780      34.2886
       4380.0864      33.9980
       4381.0951      34.4054
